0 		 start2 		 start2 		 start2
163 		 आयात 		 ccof 		 conj
164 		 और 		 k7 		 nmod
165 		 निर्यात 		 ccof 		 conj
166 		 को 		 lwg__psp 		 case
167 		 भी 		 lwg__rp 		 case
168 		 सरल 		 pof 		 compound
169 		 बनाया 		 main 		 case
170 		 १९९८ 		 k5 		 nmod
171 		 से 		 lwg__psp 		 case
172 		 २००४ 		 k7t 		 nmod
173 		 में 		 lwg__psp 		 case
174 		 वह 		 k1 		 nsubj
175 		 राज्यसभा 		 k7p 		 nmod
176 		 में 		 lwg__psp 		 case
177 		 विपक्ष 		 r6 		 nmod
178 		 के 		 lwg__psp 		 case
179 		 नेता 		 k1 		 nsubj
180 		 थे 		 main 		 case
181 		 विपक्ष 		 k1 		 nsubj
182 		 उन्हें 		 k2 		 case
183 		 नए 		 nmod__adj 		 case
184 		 आर्थिक 		 mod 		 nsubj
185 		 प्रयोग 		 adv 		 advmod
186 		 से 		 lwg__psp 		 case
187 		 सावधान 		 pof 		 compound
188 		 कर 		 main 		 case
189 		 रहा 		 lwg__vaux 		 case
190 		 था 		 lwg__vaux_cont 		 case
191 		 उन्हें 		 k2 		 case
192 		 भारत 		 r6 		 nmod
193 		 के 		 lwg__psp 		 case
194 		 आर्थिक 		 nmod__adj 		 case
195 		 सुधारों 		 r6 		 nmod
196 		 का 		 lwg__psp 		 case
197 		 प्रणेता 		 k2s 		 acl
198 		 माना 		 main 		 case
199 		 गया 		 lwg__vaux 		 case
200 		 है 		 lwg__vaux_cont 		 case
201 		 अमिताभ 		 pof__cn 		 case
202 		 बच्चन 		 r6 		 nmod
203 		 का 		 lwg__psp 		 case
204 		 विवाह 		 nmod 		 amod
205 		 अभिनेत्री 		 nmod 		 amod
206 		 जया 		 pof__cn 		 case
207 		 भादुड़ी 		 k5 		 nmod
208 		 से 		 lwg__psp 		 case
209 		 हुआ 		 main 		 case
210 		 है 		 lwg__vaux 		 case
211 		 अब 		 k7t 		 nmod
212 		 यह 		 k1 		 nsubj
213 		 उनके 		 r6 		 nmod
214 		 परिवार 		 r6 		 nmod
215 		 के 		 lwg__psp 		 case
216 		 समस्त 		 nmod__adj 		 case
217 		 सदस्यों 		 r6 		 nmod
218 		 का 		 lwg__psp 		 case
219 		 उपनाम 		 k1s 		 case
220 		 बन 		 main 		 case
221 		 गया 		 lwg__vaux 		 case
222 		 है 		 lwg__vaux_cont 		 case
223 		 इसलिए 		 rh 		 advcl
224 		 उन्हें 		 k2 		 case
225 		 १९९१ 		 k7t 		 nmod
226 		 में 		 lwg__psp 		 case
227 		 असम 		 k5 		 nmod
228 		 से 		 lwg__psp 		 case
229 		 राज्यसभा 		 rt 		 advcl
230 		 के 		 lwg__psp 		 case
231 		 लिए 		 lwg__psp 		 case
232 		 चुना 		 main 		 case
233 		 गया 		 lwg__vaux 		 case
234 		 अमिताभ, 		 pof__cn 		 case
235 		 हरिवंश 		 pof__cn 		 case
236 		 राय 		 k1 		 nsubj
237 		 बच्चन 		 r6 		 nmod
238 		 के 		 lwg__psp 		 case
239 		 दो 		 nmod__adj 		 case
240 		 बेटों 		 k7 		 nmod
241 		 में 		 lwg__psp 		 case
242 		 सबसे 		 jjmod__intf 		 case
243 		 बड़े 		 k1s 		 case
244 		 हैं 		 main 		 case
245 		 दिल 		 k2 		 case
246 		 दहला 		 pof 		 compound
247 		 देने 		 nmod 		 amod
248 		 वाले 		 lwg__psp 		 case
249 		 उस 		 nmod__adj 		 case
250 		 हमले 		 k1 		 nsubj
251 		 ने 		 lwg__psp 		 case
252 		 देश 		 k2 		 case
253 		 को 		 lwg__psp 		 case
254 		 हिलाकर 		 vmod 		 case
255 		 रख 		 main 		 case
256 		 दिया 		 lwg__vaux 		 case
257 		 था 		 lwg__vaux_cont 		 case
258 		 इनके 		 ras-k1 		 nmod
259 		 साथ 		 lwg__psp 		 case
260 		 इनकी 		 r6 		 nmod
261 		 पत्नी 		 nmod 		 amod
262 		 जया 		 pof__cn 		 case
263 		 भादुड़ी 		 ras-k1 		 nmod
264 		 के 		 lwg__psp 		 case
265 		 साथ 		 lwg__psp 		 case
266 		 धर्मेन्द्र 		 k1 		 nsubj
267 		 भी 		 lwg__rp 		 case
268 		 थे 		 main 		 case
269 		 यह 		 nmod__adj 		 case
270 		 नीति 		 k1 		 nsubj
271 		 खुद 		 nmod__emph 		 case
272 		 प्रधानमंत्री 		 nmod__adj 		 case
273 		 मनमोहन 		 pof__cn 		 case
274 		 सिंह 		 r6 		 nmod
275 		 की 		 lwg__psp 		 case
276 		 दिमाग 		 r6 		 nmod
277 		 की 		 lwg__psp 		 case
278 		 उपज 		 k1s 		 case
279 		 थी 		 main 		 case
280 		 उनकी 		 r6 		 nmod
281 		 माता 		 r6 		 nmod
282 		 का 		 lwg__psp 		 case
283 		 नाम 		 nmod 		 amod
284 		 अमृत 		 pof__cn 		 case
285 		 कौर 		 ccof 		 conj
286 		 और 		 k1 		 case
287 		 पिता 		 r6 		 nmod
288 		 का 		 lwg__psp 		 case
289 		 नाम 		 nmod 		 amod
290 		 गुरुमुख 		 pof__cn 		 case
291 		 सिंह 		 ccof 		 conj
292 		 था 		 main 		 case
293 		 इस 		 nmod__adj 		 case
294 		 दंपती 		 k2 		 case
295 		 को 		 lwg__psp 		 case
296 		 दो 		 nmod__adj 		 case
297 		 बच्चों: 		 nmod__adj 		 case
298 		 बेटी 		 nmod 		 amod
299 		 श्वेता 		 ccof 		 conj
300 		 और 		 k2 		 case
301 		 पुत्र 		 nmod 		 amod
302 		 अभिषेक 		 ccof 		 conj
303 		 पैदा 		 pof 		 compound
304 		 हुए 		 main 		 case
305 		 'कौन 		 rsym 		 punct
306 		 बनेगा 		 nmod__k1inv 		 case
307 		 करोड़पति-५' 		 r6 		 nmod
308 		 के 		 lwg__psp 		 case
309 		 प्रेस 		 pof__cn 		 case
310 		 सम्मेलन 		 k7t 		 nmod
311 		 के 		 lwg__psp 		 case
312 		 समय 		 lwg__psp 		 case
313 		 अमिताबह 		 pof__cn 		 case
314 		 बच्चन 		 k2 		 case
315 		 ये 		 nmod__adj 		 case
316 		 प्रसिद्ध 		 nmod__adj 		 case
317 		 हिन्दी 		 pof__cn 		 case
318 		 साहित्यकार 		 k1 		 nsubj
319 		 हरिवंश 		 pof__cn 		 case
320 		 राय 		 nmod 		 amod
321 		 बच्चन 		 r6 		 nmod
322 		 के 		 lwg__psp 		 case
323 		 सुपुत्र 		 k1s 		 case
324 		 हैं 		 main 		 case
325 		 इसके 		 sent-adv 		 advcl
326 		 आवजूद 		 lwg__psp 		 case
327 		 अमिताभ 		 k1 		 nsubj
328 		 ने 		 lwg__psp 		 case
329 		 इस 		 nmod__adj 		 case
330 		 मुद्दे 		 k7 		 nmod
331 		 पर 		 lwg__psp 		 case
332 		 कुछ 		 k2 		 case
333 		 भी 		 lwg__rp 		 case
334 		 कहने 		 k2 		 case
335 		 से 		 lwg__psp 		 case
336 		 इंकार 		 pof 		 compound
337 		 कर 		 main 		 case
338 		 दिया 		 lwg__vaux 		 case
339 		 लोकप्रिय 		 nmod__adj 		 case
340 		 शो 		 k1 		 nsubj
341 		 "कौन 		 rsym 		 punct
342 		 बनेगा 		 vmod 		 case
343 		 करोड़पति" 		 k7 		 nmod
344 		 में 		 lwg__psp 		 case
345 		 होस्ट 		 r6 		 nmod
346 		 की 		 lwg__psp 		 case
347 		 भूमिका 		 k2 		 case
348 		 निभाते 		 main 		 case
349 		 हैं 		 lwg__vaux 		 case
350 		 उनके 		 vmod 		 case
351 		 खिलाफ़ 		 lwg__psp 		 case
352 		 इस 		 nmod__adj 		 case
353 		 प्रकार 		 r6 		 nmod
354 		 के 		 lwg__psp 		 case
355 		 संकीर्ण 		 nmod__adj 		 case
356 		 आरोप 		 k2 		 case
357 		 लगाना 		 nmod__k1inv 		 case
358 		 नितांत 		 adv 		 advmod
359 		 मूर्खता 		 pof 		 compound
360 		 होगी 		 main 		 case
361 		 इस 		 nmod__adj 		 case
362 		 समय 		 k7t 		 nmod
363 		 डॉ॰ 		 pof__cn 		 case
364 		 मनमोहन 		 pof__cn 		 case
365 		 सिंह 		 k1 		 nsubj
366 		 न 		 lwg__neg 		 case
367 		 तो 		 main 		 case
368 		 लोकसभा 		 ccof 		 conj
369 		 और 		 k7 		 nmod
370 		 न 		 ccof 		 conj
371 		 ही 		 lwg__rp 		 case
372 		 राज्यसभा 		 r6 		 nmod
373 		 के 		 lwg__psp 		 case
374 		 सदस्य 		 k1s 		 case
375 		 थे 		 ccof 		 conj
376 		 तत्पश्चात् 		 sent-adv 		 advcl
377 		 उन्होंने 		 k1 		 case
378 		 आक्सफोर्ड 		 pof__cn 		 case
379 		 विश्वविद्यालय 		 k5 		 nmod
380 		 से 		 lwg__psp 		 case
381 		 डी. 		 vmod 		 case
382 		 फिल. 		 pof 		 compound
383 		 भी 		 lwg__rp 		 case
384 		 किया 		 main 		 case
385 		 उन्होंने 		 k1 		 nsubj
386 		 यह 		 k2 		 case
387 		 भी 		 lwg__rp 		 case
388 		 कहा 		 main 		 case
389 		 था 		 lwg__vaux 		 case
390 		 कि 		 rs 		 acl
391 		 वे 		 k1 		 case
392 		 राज 		 r6 		 nmod
393 		 की 		 lwg__psp 		 case
394 		 टिप्पणियों 		 rh 		 advcl
395 		 से 		 lwg__psp 		 case
396 		 प्रभावित 		 k1s 		 case
397 		 नहीं 		 lwg__neg 		 case
398 		 है 		 ccof 		 conj
399 		 डॉ॰ 		 pof__cn 		 case
400 		 सिंह 		 k1 		 nsubj
401 		 ने 		 lwg__psp 		 case
402 		 अर्थशास्त्र 		 r6 		 nmod
403 		 के 		 lwg__psp 		 case
404 		 अध्यापक 		 k7 		 nmod
405 		 के 		 lwg__psp 		 case
406 		 तौर 		 lwg__psp 		 case
407 		 पर 		 lwg__psp 		 case
408 		 काफी 		 nmod__adj 		 case
409 		 ख्याति 		 k2 		 case
410 		 अर्जित 		 r6 		 nmod
411 		 की 		 lwg__psp 		 case
412 		 मुंबई 		 r6 		 nmod
413 		 के 		 lwg__psp 		 case
414 		 लोगों 		 k1 		 nsubj
415 		 ने 		 lwg__psp 		 case
416 		 हमेशा 		 adv 		 advmod
417 		 उन्हें 		 k2 		 case
418 		 एक 		 nmod__adj 		 case
419 		 कलाकार 		 k7 		 nmod
420 		 के 		 lwg__psp 		 case
421 		 रूप 		 lwg__psp 		 case
422 		 में 		 lwg__psp 		 case
423 		 स्वीकार 		 pof 		 compound
424 		 किया 		 main 		 case
425 		 है 		 lwg__vaux 		 case
426 		 १९७२ 		 k7t 		 nmod
427 		 में 		 lwg__psp 		 case
428 		 मनमोहन 		 pof__cn 		 case
429 		 सिंह 		 k1 		 nsubj
430 		 वित्त 		 pof__cn 		 case
431 		 मंत्रालय 		 k7 		 nmod
432 		 में 		 lwg__psp 		 case
433 		 चीफ 		 pof__cn 		 case
434 		 इकॉनॉमिक 		 pof__cn 		 case
435 		 अडवाइज़र 		 k2 		 case
436 		 बन 		 main 		 case
437 		 गए 		 lwg__vaux 		 case
438 		 लेकिन 		 main 		 case
439 		 बाद 		 k7t 		 nmod
440 		 में 		 lwg__psp 		 case
441 		 प्रसिद्ध 		 nmod__adj 		 case
442 		 कवि 		 nmod 		 amod
443 		 सुमित्रानंदन 		 pof__cn 		 case
444 		 पंत 		 k1 		 nsubj
445 		 ने 		 lwg__psp 		 case
446 		 इनका 		 r6 		 nmod
447 		 नाम 		 k2 		 case
448 		 'अमिताभ' 		 rsym 		 punct
449 		 रखा 		 ccof 		 conj
450 		 मात्र 		 lwg__rp 		 case
451 		 दो 		 nmod__adj 		 case
452 		 वर्ष 		 k7t 		 nmod
453 		 बाद 		 lwg__psp 		 case
454 		 ही 		 lwg__rp 		 case
455 		 आलोचकों 		 r6 		 nmod
456 		 के 		 lwg__psp 		 case
457 		 मुँह 		 k1 		 nsubj
458 		 बंद 		 pof 		 compound
459 		 हो 		 ccof 		 conj
460 		 गए 		 lwg__vaux 		 case
461 		 और 		 main 		 case
462 		 उनकी 		 r6 		 nmod
463 		 आँखें 		 k1 		 nsubj
464 		 फैल 		 ccof 		 conj
465 		 गईं 		 lwg__vaux 		 case
466 		 उनके 		 r6 		 nmod
467 		 नाम 		 k1 		 nsubj
468 		 सर्वाधिक 		 jjmod__intf 		 case
469 		 सर्वश्रेष्ठ 		 nmod__adj 		 case
470 		 अभिनेता 		 nmod 		 amod
471 		 फ़िल्मफेयर 		 pof__cn 		 case
472 		 अवार्ड 		 r6 		 nmod
473 		 का 		 lwg__psp 		 case
474 		 रिकार्ड 		 k1s 		 case
475 		 है 		 main 		 case
476 		 जया 		 pof__cn 		 case
477 		 बच्चन 		 k1 		 nsubj
478 		 ने 		 lwg__psp 		 case
479 		 समाजवादी 		 pof__cn 		 case
480 		 पार्टी 		 k2 		 case
481 		 ज्वाइन 		 pof 		 compound
482 		 कर 		 ccof 		 conj
483 		 ली 		 lwg__vaux 		 case
484 		 और 		 main 		 case
485 		 राज्यसभा 		 r6 		 nmod
486 		 की 		 lwg__psp 		 case
487 		 सदस्या 		 k1 		 nsubj
488 		 बन 		 ccof 		 conj
489 		 गई 		 lwg__vaux 		 case
490 		 नवंबर 		 pof__cn 		 case
491 		 २००० 		 k7t 		 nmod
492 		 में 		 lwg__psp 		 case
493 		 केनरा 		 pof__cn 		 case
494 		 बैंक 		 k1 		 nsubj
495 		 ने 		 lwg__psp 		 case
496 		 भी 		 lwg__rp 		 case
497 		 इनके 		 vmod 		 case
498 		 खिलाफ 		 lwg__psp 		 case
499 		 अपने 		 r6 		 nmod
500 		 मुकदमे 		 k2 		 case
501 		 को 		 lwg__psp 		 case
502 		 वापस 		 pof 		 compound
503 		 ले 		 main 		 case
504 		 लिया 		 lwg__vaux 		 case
505 		 डॉ॰ 		 pof__cn 		 case
506 		 सिंह 		 r6 		 nmod
507 		 के 		 lwg__psp 		 case
508 		 परिवार 		 k7 		 nmod
509 		 में 		 lwg__psp 		 case
510 		 उनकी 		 r6 		 nmod
511 		 पत्नी 		 nmod 		 amod
512 		 श्रीमती 		 pof__cn 		 case
513 		 गुरशरण 		 pof__cn 		 case
514 		 कौर 		 ccof 		 conj
515 		 और 		 k1 		 case
516 		 तीन 		 nmod__adj 		 case
517 		 बेटियाँ 		 ccof 		 conj
518 		 हैं 		 main 		 case
519 		 इससे 		 k7t 		 nmod
520 		 पहले 		 lwg__psp 		 case
521 		 एबीसीएल 		 r6 		 nmod
522 		 के 		 lwg__psp 		 case
523 		 बुरी 		 nmod__adj 		 case
524 		 तरह 		 k1 		 nsubj
525 		 असफल 		 pof 		 compound
526 		 हो 		 rh 		 advcl
527 		 जाने 		 lwg__vaux 		 case
528 		 से 		 lwg__psp 		 case
529 		 अमिताभ 		 k4a 		 nsubj
530 		 को 		 lwg__psp 		 case
531 		 गहरे 		 nmod__adj 		 case
532 		 झटके 		 pof 		 compound
533 		 लगे 		 main 		 case
534 		 थे 		 lwg__vaux 		 case
535 		 अमिताभ 		 pof__cn 		 case
536 		 बच्चन 		 k1 		 nsubj
537 		 (जन्म-११ 		 rsym 		 punct
538 		 अक्टूबर, 		 nmod 		 amod
539 		 १९४२) 		 pof__cn 		 case
540 		 बॉलीवुड 		 r6 		 nmod
541 		 के 		 lwg__psp 		 case
542 		 सबसे 		 jjmod__intf 		 case
543 		 लोकप्रिय 		 nmod__adj 		 case
544 		 अभिनेता 		 k1s 		 case
545 		 हैं 		 main 		 case
546 		 वे 		 k1 		 nsubj
547 		 बहुत 		 nmod__adj 		 case
548 		 से 		 lwg__rp 		 case
549 		 कार्यक्रमों 		 k7 		 nmod
550 		 में 		 lwg__psp 		 case
551 		 एक 		 nmod__adj 		 case
552 		 वक्ता, 		 nmod__adj 		 case
553 		 पार्श्वगायक 		 ccof 		 conj
554 		 और 		 k1 		 case
555 		 प्रस्तोता 		 ccof 		 conj
556 		 रह 		 main 		 case
557 		 चुके 		 lwg__vaux 		 case
558 		 हैं 		 lwg__vaux_cont 		 case
559 		 लेकिन 		 main 		 case
560 		 २००९ 		 r6 		 nmod
561 		 की 		 lwg__psp 		 case
562 		 विश्वव्यापी 		 nmod__adj 		 case
563 		 आर्थिक 		 mod 		 nsubj
564 		 मंदी 		 r6 		 nmod
565 		 का 		 lwg__psp 		 case
566 		 प्रभाव 		 k1 		 nsubj
567 		 भारत 		 k7p 		 nmod
568 		 में 		 lwg__psp 		 case
569 		 भी 		 lwg__rp 		 case
570 		 देखने 		 rt 		 advcl
571 		 को 		 lwg__psp 		 case
572 		 मिला 		 ccof 		 conj
573 		 बच्चन 		 k1 		 case
574 		 पोलियो 		 pof__cn 		 case
575 		 उन्मूलन 		 pof__cn 		 case
576 		 अभियान 		 k7t 		 nmod
577 		 के 		 lwg__psp 		 case
578 		 बाद 		 lwg__psp 		 case
579 		 अब 		 k7t 		 nmod
580 		 तम्बाकू 		 pof__cn 		 case
581 		 निषेध 		 pof__cn 		 case
582 		 परियोजना 		 k7 		 nmod
583 		 पर 		 lwg__psp 		 case
584 		 काम 		 k2 		 case
585 		 करेंगे 		 main 		 case
586 		 इस 		 nmod__adj 		 case
587 		 शो 		 k7 		 nmod
588 		 में 		 lwg__psp 		 case
589 		 उनके 		 k1 		 nsubj
590 		 द्वारा 		 lwg__psp 		 case
591 		 किया 		 ccof 		 conj
592 		 गया 		 lwg__vaux 		 case
593 		 'देवियो 		 rsym 		 punct
594 		 और 		 main 		 case
595 		 सज्जनो' 		 pof__cn 		 case
596 		 सम्बोधन 		 k1 		 nsubj
597 		 बहुचर्चित 		 k1s 		 case
598 		 रहा 		 ccof 		 conj
599 		 है 		 lwg__vaux 		 case
600 		 इन्होंने 		 k1 		 nsubj
601 		 अपने 		 r6 		 nmod
602 		 प्रकाशनों 		 k7 		 nmod
603 		 में 		 lwg__psp 		 case
604 		 अमिताभ 		 k7 		 nmod
605 		 के 		 lwg__psp 		 case
606 		 बारे 		 lwg__psp 		 case
607 		 में 		 lwg__psp 		 case
608 		 कुछ 		 k2 		 case
609 		 भी 		 lwg__rp 		 case
610 		 न 		 lwg__neg 		 case
611 		 छापने 		 r6-k2 		 nmod
612 		 का 		 lwg__psp 		 case
613 		 निर्णय 		 pof 		 compound
614 		 लिया 		 main 		 case
615 		 १९८९ 		 r6 		 nmod
616 		 के 		 lwg__psp 		 case
617 		 अंत 		 k7t 		 nmod
618 		 तक 		 lwg__psp 		 case
619 		 बच्चन 		 k1 		 nsubj
620 		 ने 		 lwg__psp 		 case
621 		 उनके 		 r6 		 nmod
622 		 सेटों 		 k7 		 nmod
623 		 पर 		 lwg__psp 		 case
624 		 प्रेस 		 r6 		 nmod
625 		 के 		 lwg__psp 		 case
626 		 प्रवेश 		 k7 		 nmod
627 		 पर 		 lwg__psp 		 case
628 		 प्रतिबंध 		 pof 		 compound
629 		 लगा 		 main 		 case
630 		 रखा 		 lwg__vaux 		 case
631 		 था 		 lwg__vaux_cont 		 case
632 		 यहाँ 		 k7p 		 nmod
633 		 पंजाब 		 pof__cn 		 case
634 		 विश्वविद्यालय 		 k5 		 nmod
635 		 से 		 lwg__psp 		 case
636 		 उन्होंने 		 k1 		 nsubj
637 		 स्नातक 		 ccof 		 conj
638 		 तथा 		 r6 		 nmod
639 		 स्नातकोत्तर 		 pof__cn 		 case
640 		 स्तर 		 ccof 		 conj
641 		 की 		 lwg__psp 		 case
642 		 पढ़ाई 		 k2 		 case
643 		 पूरी 		 r6 		 nmod
644 		 की 		 lwg__psp 		 case
645 		 इसके 		 k7t 		 nmod
646 		 तुरन्त 		 lwg__rp 		 case
647 		 बाद 		 lwg__psp 		 case
648 		 १९७२ 		 k7t 		 nmod
649 		 में 		 lwg__psp 		 case
650 		 उन्हें 		 k2 		 case
651 		 वित्त 		 pof__cn 		 case
652 		 मंत्रालय 		 k7p 		 nmod
653 		 में 		 lwg__psp 		 case
654 		 मुख्य 		 nmod__adj 		 case
655 		 आर्थिक 		 mod 		 nsubj
656 		 सलाहकार 		 k2s 		 acl
657 		 बनाया 		 main 		 case
658 		 गया 		 lwg__vaux 		 case
659 		 प्रत्येक 		 nmod__adj 		 case
660 		 रिलीज 		 k7t 		 nmod
661 		 से 		 lwg__psp 		 case
662 		 पहले 		 lwg__psp 		 case
663 		 वह 		 k1 		 nsubj
664 		 नकारात्मक 		 nmod__adj 		 case
665 		 रवैये 		 k7 		 nmod
666 		 में 		 lwg__psp 		 case
667 		 जवाब 		 pof 		 compound
668 		 देते 		 main 		 case
669 		 थे 		 lwg__vaux 		 case
670 		 कि 		 k2 		 case
671 		 यह 		 nmod__adj 		 case
672 		 फिल्म 		 k1 		 nsubj
673 		 तो 		 lwg__rp 		 case
674 		 फ्लाप 		 pof 		 compound
675 		 होगी 		 ccof 		 conj
676 		 इसके 		 k7t 		 nmod
677 		 बाद 		 lwg__psp 		 case
678 		 बच्चन 		 k1 		 nsubj
679 		 ने 		 lwg__psp 		 case
680 		 अमरसिंह 		 r6 		 nmod
681 		 की 		 lwg__psp 		 case
682 		 राजनीतिक 		 nmod__adj 		 case
683 		 पाटी 		 nmod 		 amod
684 		 समाजवादी 		 pof__cn 		 case
685 		 पार्टी 		 k4 		 iobj
686 		 को 		 lwg__psp 		 case
687 		 सहयोग 		 pof 		 compound
